gender,ethnicity,birth,stark,star1,star2,star3,readk,read1,read2,read3,mathk,math1,math2,math3,lunchk,lunch1,lunch2,lunch3,schoolk,school1,school2,school3,degreek,degree1,degree2,degree3,ladderk,ladder1,ladder2,ladder3,experiencek,experience1,experience2,experience3,tethnicityk,tethnicity1,tethnicity2,tethnicity3,systemk,system1,system2,system3,schoolidk,schoolid1,schoolid2,schoolid3,student_id
female,cauc,1980 Q1,small,small,small,small,480,590,618,620,528,562,620,639,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,master,bachelor,bachelor,bachelor,level1,level1,probation,level1,8,9,3,19,cauc,cauc,cauc,cauc,25,25,25,25,58,58,58,58,da2563
male,cauc,1979 Q4,small,small,small,small,468,544,627,639,602,572,659,667,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,bachelor,bachelor,level1,level1,notladder,level1,11,4,28,11,afam,cauc,cauc,cauc,11,11,11,11,23,23,23,23,aafe8e
female,cauc,1980 Q2,regular+aide,regular+aide,regular+aide,regular+aide,447,651,650,624,489,542,593,622,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,master,master,master,level1,level1,probation,level1,10,7,13,7,cauc,cauc,cauc,cauc,36,36,36,36,72,72,72,72,99805
female,afam,1980 Q3,regular+aide,regular+aide,regular+aide,regular+aide,418,524,573,624,513,562,574,634,free,free,free,non-free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,master,bachelor,level1,level1,level1,level1,9,7,10,7,cauc,cauc,cauc,cauc,22,22,22,22,53,53,53,53,27ff3d
female,cauc,1979 Q4,regular,regular+aide,regular+aide,regular+aide,416,507,596,641,412,488,552,588,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,master,bachelor,level1,apprentice,level1,level3,8,8,13,23,cauc,cauc,afam,cauc,4,4,4,4,5,5,5,5,0ce271
female,cauc,1980 Q1,regular,regular+aide,regular+aide,regular+aide,497,629,659,670,547,601,674,659,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,level1,level1,level1,10,16,8,15,cauc,cauc,cauc,cauc,30,30,30,30,63,63,63,63,d98f0b
male,afam,1979 Q4,small,small,small,small,463,536,604,670,536,553,603,672,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,master,master,level1,apprentice,level1,notladder,5,2,13,31,cauc,afam,afam,cauc,11,11,11,11,29,29,29,29,f635a8
female,cauc,1980 Q2,regular,regular,regular,regular,425,512,555,595,489,490,535,547,free,free,non-free,free,rural,rural,rural,rural,bachelor,bachelor,master,bachelor,apprentice,apprentice,level1,probation,2,1,12,3,cauc,cauc,cauc,cauc,16,16,16,16,40,40,40,40,3dd9bd
female,afam,1980 Q1,small,small,regular+aide,small,476,483,547,578,520,493,559,540,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,master,level1,notladder,level1,level2,11,32,35,9,cauc,afam,afam,afam,11,11,11,11,27,27,27,27,80ad10
male,cauc,1980 Q3,small,small,small,small,485,629,669,641,506,601,639,678,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,bachelor,bachelor,level1,level1,level1,level3,16,7,10,18,cauc,cauc,cauc,cauc,36,36,36,36,72,72,72,72,7562db
female,cauc,1980 Q3,small,small,small,regular+aide,422,536,577,624,484,532,584,634,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,master,bachelor,level1,level1,notladder,level1,6,12,6,10,cauc,cauc,cauc,cauc,29,29,29,29,62,62,62,62,e0a2ab
male,cauc,1980 Q3,small,small,small,small,472,571,627,665,520,584,626,648,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,master,bachelor,level1,level1,level1,apprentice,5,6,9,6,cauc,cauc,cauc,cauc,25,25,25,25,58,58,58,58,d0230c
male,afam,1979 Q4,small,small,small,small,414,519,573,626,478,488,536,604,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,master,level1,apprentice,level1,notladder,6,13,31,31,afam,afam,afam,cauc,11,11,11,11,19,19,19,29,125473
female,cauc,1979 Q4,regular+aide,regular+aide,regular+aide,regular+aide,468,590,643,680,559,627,626,711,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,bachelor,master,level1,level1,level1,level1,12,17,9,9,cauc,cauc,cauc,cauc,21,21,21,21,50,50,50,50,432b5a
female,cauc,1979 Q4,regular+aide,regular+aide,regular+aide,regular+aide,460,651,659,657,506,612,639,626,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,master,bachelor,level1,apprentice,level1,level2,14,1,8,19,cauc,cauc,cauc,cauc,37,37,37,37,73,73,73,73,0dfe80
male,cauc,1980 Q1,regular,regular+aide,regular+aide,regular+aide,434,540,566,620,473,515,554,594,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,master,bachelor,bachelor,level1,level2,level1,level1,10,10,13,30,cauc,cauc,cauc,cauc,1,1,1,1,1,1,1,1,98d51b
male,cauc,1980 Q2,regular,regular,regular,regular,397,507,582,622,429,518,563,596,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,master,bachelor,specialist,level1,level1,notladder,level1,8,13,18,13,cauc,cauc,cauc,cauc,41,41,41,41,78,78,78,78,b94a3a
female,cauc,1980 Q2,regular,regular+aide,regular+aide,regular+aide,413,519,584,622,473,526,574,622,non-free,free,free,free,rural,rural,rural,rural,bachelor,bachelor,master,master,apprentice,probation,level1,level1,3,2,29,11,afam,cauc,cauc,cauc,24,24,24,24,56,56,56,56,c491be
female,cauc,1980 Q3,regular+aide,regular+aide,regular+aide,regular+aide,443,629,611,654,468,526,615,626,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,bachelor,bachelor,level1,level1,level1,notladder,9,20,19,2,cauc,cauc,cauc,cauc,31,31,31,31,65,65,65,65,417fc1
female,cauc,1979 Q4,small,small,small,small,497,629,602,670,559,612,615,659,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,level1,notladder,level1,6,13,14,18,cauc,cauc,cauc,cauc,35,35,35,35,69,69,69,69,269a9a
female,cauc,1980 Q1,regular+aide,regular,regular,regular,510,604,627,665,547,578,587,622,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,bachelor,bachelor,level1,level1,level1,level1,13,11,25,4,cauc,cauc,cauc,cauc,8,8,8,8,11,11,11,11,f72368
male,afam,1980 Q3,small,small,small,small,428,482,555,614,528,507,552,618,non-free,non-free,non-free,non-free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,master,master,level1,notladder,level1,level1,6,9,33,18,afam,afam,afam,afam,11,11,11,11,19,19,19,19,e93139
male,afam,1980 Q1,regular+aide,regular,regular,small,414,445,497,517,463,538,548,564,free,free,free,free,rural,rural,rural,rural,bachelor,bachelor,master,bachelor,level1,probation,apprentice,probation,10,1,2,0,cauc,cauc,cauc,cauc,34,34,34,34,68,68,68,68,da86dd
male,cauc,1979 Q3,regular+aide,regular+aide,regular+aide,regular+aide,410,465,549,582,423,477,530,567,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,master,bachelor,bachelor,level1,level1,level1,level1,8,11,6,7,cauc,cauc,afam,cauc,24,24,24,24,57,57,57,57,634aca
female,cauc,1980 Q3,regular,regular+aide,regular,regular,411,460,521,572,444,463,557,559,free,free,free,free,rural,rural,rural,rural,master,master,bachelor,bachelor,level1,level1,level3,level1,13,18,14,3,cauc,cauc,cauc,cauc,14,14,14,14,38,38,38,38,1.78E+10
female,cauc,1980 Q1,regular+aide,regular+aide,regular+aide,regular+aide,450,524,588,610,520,592,611,672,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,bachelor,master,level1,level1,level1,level1,12,21,14,9,cauc,cauc,cauc,cauc,41,41,41,41,79,79,79,79,14e415
male,afam,1980 Q1,small,small,small,small,428,604,602,626,468,542,556,616,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,master,master,master,level1,level1,level1,level1,8,10,18,11,cauc,cauc,afam,cauc,24,24,24,24,57,57,57,57,d8585f
female,afam,1980 Q1,regular+aide,regular,regular,regular,433,492,527,614,494,562,563,599,free,free,free,free,inner-city,inner-city,inner-city,inner-city,master,master,master,bachelor,level1,probation,level1,probation,17,5,9,2,cauc,cauc,cauc,cauc,11,11,11,11,29,29,29,29,eee537
female,cauc,1980 Q2,regular,small,small,small,448,571,637,641,418,549,590,663,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,bachelor,master,level1,apprentice,level1,level1,8,0,14,18,cauc,cauc,cauc,cauc,4,4,4,4,4,4,4,4,dc6188
female,cauc,1980 Q3,regular+aide,regular+aide,regular+aide,regular+aide,458,651,637,647,494,612,620,596,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,bachelor,bachelor,level1,level1,notladder,probation,20,9,5,3,cauc,cauc,cauc,cauc,3,3,3,3,3,3,3,3,4f49c2
male,cauc,1979 Q4,regular+aide,regular+aide,regular+aide,regular+aide,453,558,631,661,478,549,607,678,non-free,non-free,free,non-free,rural,rural,rural,rural,master,master,master,master,level1,level1,level1,level1,5,15,8,16,cauc,cauc,cauc,cauc,12,12,12,12,34,34,34,34,d09d26
female,cauc,1980 Q3,regular,regular,regular,regular,433,527,643,650,444,520,548,663,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,master,bachelor,level1,level1,level1,level1,13,15,10,22,cauc,cauc,cauc,cauc,6,6,6,6,8,8,8,8,0297dd
female,cauc,1979 Q4,regular+aide,regular,regular,regular,433,478,591,624,520,505,579,616,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,master,bachelor,bachelor,level1,level1,level1,level1,13,13,20,28,cauc,cauc,cauc,cauc,40,40,40,40,76,77,77,77,dd4d95
male,cauc,1980 Q2,small,small,small,small,439,454,509,552,494,557,528,565,free,free,free,free,urban,urban,urban,urban,bachelor,bachelor,master,bachelor,level1,level1,apprentice,level1,14,20,23,9,cauc,cauc,cauc,cauc,6,6,6,6,9,9,9,9,4315b2
female,afam,1980 Q1,small,small,small,regular+aide,408,459,549,547,449,468,507,540,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,master,level1,level1,level1,notladder,21,6,28,25,afam,cauc,afam,cauc,11,11,11,11,15,15,15,15,e71412
female,afam,1980 Q2,small,small,small,small,497,505,577,633,576,474,540,583,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,master,level1,level1,level1,level2,3,6,14,33,afam,afam,afam,afam,11,11,11,11,22,22,22,22,dfd338
female,cauc,1979 Q4,regular,regular+aide,regular+aide,regular+aide,467,604,732,680,576,578,674,678,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,probation,level1,probation,2,0,16,1,cauc,cauc,cauc,cauc,40,40,40,40,76,77,77,77,ad783e
male,cauc,1980 Q3,small,small,small,small,437,629,631,629,520,653,632,667,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,level1,apprentice,level1,22,9,0,7,cauc,cauc,cauc,cauc,40,40,40,40,76,77,77,77,45112b
female,cauc,1980 Q2,small,small,small,small,472,548,562,583,520,520,536,588,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,master,bachelor,bachelor,master,level1,level1,level1,level3,15,9,8,17,cauc,cauc,cauc,cauc,22,22,22,22,51,51,51,51,83b7c1
female,cauc,1980 Q3,regular+aide,regular+aide,regular+aide,regular+aide,427,516,611,639,473,557,607,629,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,master,bachelor,bachelor,level1,level1,level1,level1,8,11,6,7,cauc,cauc,afam,cauc,24,24,24,24,57,57,57,57,fcb608
male,cauc,1980 Q1,regular+aide,regular+aide,regular+aide,regular+aide,465,604,591,612,559,578,699,645,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,bachelor,master,level1,level1,level1,level1,12,17,9,9,cauc,cauc,cauc,cauc,21,21,21,21,50,50,50,50,df3224
male,cauc,1979 Q3,regular+aide,regular,regular,regular,507,651,614,639,500,592,577,629,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,master,bachelor,master,level1,level1,level1,level1,8,9,19,11,cauc,cauc,cauc,cauc,38,38,38,38,74,74,74,74,4d2e22
male,afam,1980 Q1,regular,small,small,regular,492,651,579,573,454,470,499,583,free,free,free,non-free,inner-city,inner-city,inner-city,inner-city,master,master,bachelor,master,level1,level1,probation,level1,15,30,3,22,afam,afam,cauc,cauc,11,11,11,11,26,26,26,26,548a51
female,cauc,1979 Q3,regular+aide,regular,regular,regular,440,651,622,639,484,572,584,608,non-free,non-free,free,free,suburban,suburban,suburban,suburban,bachelor,bachelor,bachelor,bachelor,level1,apprentice,level1,level1,7,3,14,30,cauc,cauc,cauc,cauc,22,22,22,22,54,54,54,54,ac9a1b
female,cauc,1980 Q2,small,small,small,small,487,579,599,629,528,578,611,678,non-free,non-free,non-free,non-free,urban,urban,urban,urban,master+,master,master,bachelor,level1,level1,level1,level1,12,15,14,36,cauc,cauc,cauc,cauc,7,7,7,7,10,10,10,10,745867
female,cauc,1980 Q2,regular,regular,regular,regular,497,558,650,670,576,592,626,726,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,master,level1,level1,level1,level1,11,19,18,6,cauc,cauc,cauc,cauc,31,31,31,31,64,64,64,64,e9a449
male,cauc,1980 Q2,regular,regular,regular,regular,467,483,564,636,489,545,590,639,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,bachelor,bachelor,level2,level1,level1,level1,11,16,13,37,cauc,cauc,cauc,cauc,8,8,8,8,11,11,11,11,7.34E+11
male,cauc,1980 Q2,regular+aide,regular,regular,regular,425,460,557,549,506,562,572,612,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,level1,apprentice,notladder,13,7,1,7,cauc,cauc,cauc,cauc,33,33,33,33,67,67,67,67,6cab77
female,afam,1980 Q2,regular+aide,regular,regular,regular,437,527,593,624,520,523,626,651,free,free,free,free,suburban,suburban,suburban,suburban,master,master,bachelor,bachelor,level1,level1,level1,apprentice,15,23,10,4,afam,cauc,afam,cauc,11,11,11,11,21,21,21,21,9dd1ef
male,cauc,1979 Q4,small,small,small,small,425,548,618,600,449,529,561,576,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,level1,level1,notladder,9,8,16,6,cauc,cauc,cauc,cauc,3,3,3,3,3,3,3,3,467f01
male,cauc,1980 Q2,regular,regular+aide,regular+aide,regular+aide,443,533,599,641,536,578,599,655,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,level3,level1,level3,16,16,8,12,cauc,cauc,cauc,cauc,35,35,35,35,69,69,69,69,799ab4
male,cauc,1980 Q1,small,small,small,small,421,487,591,644,463,532,561,610,free,free,free,free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,level1,notladder,level1,6,13,14,18,cauc,cauc,cauc,cauc,35,35,35,35,69,69,69,69,5c8f0d
male,cauc,1980 Q3,regular+aide,regular,regular,regular,418,564,659,636,459,535,599,594,non-free,non-free,free,free,suburban,suburban,suburban,suburban,bachelor,master,master,master,level1,level1,level1,level1,7,8,22,15,cauc,cauc,cauc,cauc,4,4,4,4,4,4,4,4,1b2703
male,cauc,1979 Q4,small,small,small,small,448,604,684,675,513,601,721,672,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,level1,level1,notladder,19,7,11,31,cauc,cauc,cauc,cauc,31,31,31,31,64,64,64,64,6f166c
female,cauc,1979 Q4,regular+aide,regular+aide,regular+aide,regular+aide,532,651,631,670,576,612,620,667,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,specialist,master,level1,level1,level1,level2,5,4,9,15,afam,cauc,cauc,cauc,22,22,22,22,51,51,51,51,480189
male,cauc,1979 Q4,regular,regular+aide,regular+aide,regular+aide,402,469,527,575,439,497,552,594,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,master,bachelor,level1,apprentice,level1,level3,8,8,13,23,cauc,cauc,afam,cauc,4,4,4,4,5,5,5,5,7f8886
male,cauc,1980 Q1,small,small,small,small,461,524,599,636,528,584,620,663,free,free,free,free,urban,urban,urban,urban,bachelor,bachelor,bachelor,bachelor,level1,level1,level1,level1,13,18,22,8,cauc,cauc,cauc,cauc,6,6,6,6,9,9,9,9,2e9e14
male,cauc,1980 Q1,regular,regular+aide,regular+aide,regular+aide,451,558,608,602,602,601,639,582,free,free,free,non-free,rural,rural,rural,rural,bachelor,bachelor,master,bachelor,level1,apprentice,level1,level2,19,1,8,19,cauc,cauc,cauc,cauc,37,37,37,37,73,73,73,73,ece2af
female,cauc,1980 Q3,regular+aide,regular,regular,regular,448,590,622,650,506,584,584,636,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,bachelor,bachelor,level1,level1,level1,level3,3,13,15,21,cauc,cauc,cauc,cauc,5,5,5,5,7,7,7,7,6be2e3
male,cauc,1980 Q1,regular+aide,regular+aide,regular+aide,regular+aide,413,540,557,588,463,502,570,601,non-free,free,non-free,non-free,rural,rural,rural,rural,bachelor,master,bachelor,bachelor,level1,level1,apprentice,level1,12,6,2,10,cauc,cauc,cauc,cauc,12,12,12,12,35,35,35,35,415503
female,afam,1980 Q3,small,small,small,small,391,478,535,564,418,484,512,543,free,free,free,non-free,urban,urban,urban,urban,master,bachelor,master,master,level1,level1,level1,level1,12,12,16,9,cauc,cauc,cauc,cauc,2,2,2,2,2,2,2,2,ac35f4
female,cauc,1980 Q2,regular+aide,regular+aide,regular+aide,regular+aide,428,507,588,616,506,507,554,596,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,master,bachelor,level1,level1,level1,level1,3,27,9,8,cauc,cauc,cauc,cauc,25,25,25,25,58,58,58,58,dfd5c5
female,cauc,1979 Q4,regular,regular,regular,regular,437,521,582,614,513,562,579,596,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,bachelor,bachelor,pending,probation,probation,level1,3,0,3,11,cauc,cauc,cauc,cauc,25,25,25,25,58,58,58,58,e75fe8
female,afam,1980 Q1,regular+aide,small,small,regular,427,499,569,608,473,520,552,603,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,bachelor,apprentice,level1,level1,level1,1,6,31,5,afam,cauc,afam,cauc,11,11,11,11,14,15,19,19,d088c7
female,cauc,1980 Q1,small,small,small,small,442,507,575,626,520,545,615,610,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,master,bachelor,bachelor,master,level1,level1,level1,level1,18,20,19,13,cauc,cauc,cauc,cauc,17,17,17,17,41,41,41,41,11428f
female,cauc,1980 Q2,regular+aide,regular+aide,regular+aide,regular+aide,460,604,631,680,547,601,599,645,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,master,master,bachelor,level1,level1,level1,level1,3,6,9,8,cauc,cauc,cauc,cauc,25,25,25,25,58,58,58,58,730bfb
female,cauc,1980 Q1,regular,regular,regular,regular,400,468,515,577,399,484,533,583,free,free,free,free,rural,rural,rural,rural,bachelor,bachelor,bachelor,master,level1,level1,level1,level1,20,19,18,6,cauc,cauc,cauc,cauc,31,31,31,31,64,64,64,64,2c215d
male,afam,1980 Q1,regular,small,small,small,427,507,569,585,439,463,517,596,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,master,level1,apprentice,level1,level3,6,13,8,21,afam,afam,afam,afam,11,11,11,11,19,19,19,19,baa889
male,afam,1980 Q3,regular+aide,regular,regular,regular,545,629,643,670,528,567,659,663,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,bachelor,master,level1,notladder,level3,level1,21,0,22,26,afam,afam,cauc,cauc,11,11,11,11,23,23,23,23,62ab63
male,afam,1980 Q2,regular+aide,regular+aide,regular,regular,465,527,577,620,459,535,632,610,free,free,non-free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,master,level1,apprentice,level1,level3,20,3,4,14,afam,cauc,afam,cauc,11,11,11,11,27,27,27,27,f169f0
male,cauc,1979 Q4,regular,regular,regular,regular,439,548,608,661,473,542,620,663,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,bachelor,master,level1,probation,level1,level1,11,1,8,15,cauc,afam,cauc,afam,22,22,22,22,51,51,51,51,b845e1
female,cauc,1980 Q1,small,small,small,regular+aide,431,485,568,582,602,549,648,606,free,free,free,free,rural,rural,rural,rural,bachelor,master,master,master,level1,level1,notladder,level1,21,4,29,15,cauc,cauc,afam,cauc,24,24,24,24,56,56,56,56,257048
male,afam,1980 Q1,regular+aide,regular,regular,regular,403,490,529,572,449,493,509,568,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,master,master,master,level1,notladder,level1,level1,6,3,30,22,afam,cauc,afam,cauc,11,11,11,11,26,26,26,26,a5a28a
male,cauc,1980 Q1,small,small,small,small,436,579,643,641,478,518,593,636,free,free,free,free,rural,rural,rural,rural,bachelor,master,master,bachelor,apprentice,apprentice,level1,level1,2,2,15,14,cauc,cauc,cauc,cauc,12,12,12,12,34,34,34,34,bd8c69
female,cauc,1980 Q3,regular,regular+aide,regular+aide,regular+aide,461,553,602,604,473,549,565,570,free,free,non-free,non-free,suburban,suburban,suburban,suburban,master,bachelor,master,master,level1,probation,level1,level1,13,4,19,19,cauc,cauc,cauc,afam,22,22,22,22,54,54,54,54,74065b
female,cauc,1980 Q1,regular+aide,regular,regular,regular,428,558,596,597,500,500,596,586,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,master,master,level1,level3,level3,notladder,12,20,18,17,cauc,cauc,cauc,cauc,12,12,12,12,35,35,35,35,58ca5f
male,cauc,1980 Q2,regular,regular+aide,regular+aide,regular+aide,425,469,562,600,449,502,568,614,non-free,non-free,non-free,non-free,urban,urban,urban,urban,bachelor,master,master,master,level1,level1,level1,level1,8,8,19,16,cauc,cauc,cauc,cauc,6,6,6,6,9,9,9,9,1b8704
female,cauc,1979 Q4,regular,regular,regular,regular,443,509,591,665,459,562,626,639,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,bachelor,master,level1,level1,level1,level1,13,9,19,11,cauc,cauc,cauc,cauc,38,38,38,38,74,74,74,74,b4b529
male,cauc,1980 Q2,regular,regular+aide,regular+aide,regular+aide,447,579,669,670,528,601,699,678,free,free,free,free,rural,rural,rural,rural,master,bachelor,master,bachelor,level1,level1,level1,level1,12,13,16,10,cauc,cauc,cauc,cauc,6,6,6,6,8,8,8,8,70b994
male,cauc,1980 Q1,small,small,small,small,443,558,659,639,484,578,611,626,free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,level1,level1,level1,2,15,5,31,cauc,cauc,cauc,cauc,15,15,15,15,39,39,39,39,9bc0cc
male,cauc,1980 Q1,small,small,small,small,445,492,575,650,463,557,603,631,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,master,bachelor,bachelor,level1,probation,probation,apprentice,9,2,0,1,cauc,cauc,cauc,cauc,22,22,22,22,53,53,53,53,5234a2
female,afam,1979 Q4,regular,small,small,regular,465,519,571,592,559,529,596,631,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,master,bachelor,master,level1,level1,level1,level3,12,17,5,14,afam,cauc,cauc,cauc,11,11,11,11,27,27,27,27,f2dd62
male,afam,1979 Q3,regular,regular,regular,regular,419,519,562,585,506,557,545,594,free,free,free,free,rural,rural,rural,rural,master,master,bachelor,bachelor,level1,level1,level1,level1,15,13,18,24,cauc,cauc,cauc,cauc,5,5,5,5,7,7,7,7,580188
male,cauc,1980 Q4,regular+aide,regular,regular,regular+aide,467,548,659,639,506,515,615,618,free,free,non-free,non-free,rural,rural,rural,rural,master,bachelor,bachelor,bachelor,level1,level1,level3,level1,8,19,14,17,cauc,cauc,cauc,cauc,14,14,14,14,38,38,38,38,975911
female,cauc,1979 Q4,small,small,small,small,500,579,631,675,528,572,572,651,non-free,non-free,non-free,non-free,urban,urban,urban,urban,master,master,master,bachelor,level1,level1,level1,apprentice,14,19,12,2,cauc,cauc,cauc,cauc,26,26,26,26,59,59,59,59,9d4e8b
male,cauc,1980 Q1,regular+aide,small,small,small,419,494,566,577,506,529,563,629,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,master,level1,level1,level1,level1,8,7,15,13,cauc,cauc,cauc,cauc,4,4,4,4,5,5,5,5,751d34
male,afam,1980 Q3,regular+aide,small,small,regular+aide,439,571,669,636,500,601,659,678,non-free,non-free,non-free,non-free,inner-city,inner-city,inner-city,suburban,bachelor,bachelor,bachelor,master,apprentice,notladder,notladder,level2,1,18,19,28,afam,cauc,cauc,cauc,11,11,11,11,14,14,14,20,5cf9bf
female,cauc,1980 Q2,small,small,small,small,434,509,588,636,484,535,584,645,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,master,bachelor,level1,level1,level1,level1,5,15,14,14,cauc,cauc,cauc,cauc,41,41,41,41,79,79,79,79,0dce04
female,afam,1980 Q3,small,small,small,small,416,530,637,654,454,553,582,645,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,master,apprentice,level1,level1,level1,2,38,10,29,afam,afam,afam,afam,11,11,11,11,16,16,16,16,2c88ef
male,asian,1980 Q1,regular+aide,regular,regular,regular,400,487,596,620,423,538,648,618,non-free,non-free,free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,master,level1,probation,level1,level1,7,3,15,9,cauc,cauc,cauc,cauc,24,24,24,24,56,56,56,56,ea6588
male,cauc,1979 Q4,small,small,small,small,448,521,622,636,528,572,603,659,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,master,bachelor,bachelor,bachelor,level1,level1,probation,level1,8,9,3,19,cauc,cauc,cauc,cauc,25,25,25,25,58,58,58,58,36b8b3
male,afam,1980 Q2,regular,regular,regular,regular+aide,398,485,568,600,423,497,582,599,free,free,free,non-free,inner-city,inner-city,inner-city,inner-city,master+,master,bachelor,bachelor,level1,level1,probation,level1,8,19,2,5,cauc,cauc,cauc,cauc,11,11,11,11,16,33,33,33,5da88c
female,cauc,1980 Q3,regular,regular+aide,regular+aide,regular+aide,472,604,602,661,576,601,611,684,non-free,non-free,non-free,non-free,urban,urban,urban,urban,bachelor,master,master,master,level1,level1,level1,level1,3,14,18,36,cauc,cauc,cauc,cauc,7,7,7,7,10,10,10,10,3147c1
male,afam,1980 Q1,regular+aide,small,small,small,421,514,569,592,449,557,556,588,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,master,bachelor,bachelor,level1,level1,notladder,level1,7,9,2,8,cauc,afam,afam,afam,11,11,11,11,22,22,22,22,109893
female,cauc,1980 Q3,regular+aide,regular+aide,regular+aide,regular+aide,463,651,611,661,489,567,626,663,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,master,bachelor,level1,level1,level1,level1,13,4,14,13,cauc,cauc,cauc,cauc,32,32,32,32,66,66,66,66,0fd214
female,cauc,1980 Q2,regular,regular,regular,regular,442,571,637,657,576,572,659,663,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,master,bachelor,level1,level1,level1,level1,13,16,11,19,cauc,cauc,cauc,cauc,39,39,39,39,75,75,75,75,535037
